HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA
Mechelen,Eupen,1.0,3.0,A,1.0,0.0,15.0,16.0,4.0,4.0,6.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,1.78,4.38,4.0,1.76,4.08,4.01
St Truiden,Waregem,1.0,3.0,A,0.0,0.0,11.0,11.0,1.0,7.0,12.0,12.0,8.0,3.0,1.0,2.0,0.0,0.0,2.22,3.36,3.45,2.16,3.3,3.36
Beerschot VA,St. Gilloise,0.0,3.0,A,0.0,1.0,8.0,15.0,2.0,6.0,12.0,12.0,9.0,3.0,2.0,3.0,0.0,0.0,4.29,3.87,1.82,4.09,3.73,1.82
Club Brugge,Cercle Brugge,1.0,1.0,D,1.0,0.0,12.0,5.0,3.0,1.0,11.0,11.0,7.0,0.0,2.0,4.0,0.0,0.0,1.32,5.62,9.09,1.31,5.45,8.49
Antwerp,Kortrijk,0.0,1.0,A,0.0,0.0,13.0,13.0,3.0,5.0,11.0,9.0,6.0,5.0,2.0,5.0,0.0,0.0,1.79,3.49,5.08,1.76,3.53,4.73
Gent,Beerschot VA,2.0,2.0,D,1.0,0.0,24.0,11.0,5.0,7.0,8.0,13.0,7.0,8.0,1.0,0.0,0.0,0.0,1.41,4.88,7.71,1.4,4.75,7.2
Waregem,Standard,1.0,2.0,A,0.0,0.0,17.0,16.0,3.0,5.0,11.0,19.0,5.0,6.0,2.0,4.0,0.0,0.0,3.26,3.36,2.3,3.13,3.3,2.26
St. Gilloise,Club Brugge,0.0,1.0,A,0.0,0.0,14.0,13.0,3.0,6.0,12.0,14.0,2.0,7.0,2.0,2.0,0.0,0.0,5.12,3.63,1.75,4.75,3.62,1.74
Eupen,Anderlecht,1.0,1.0,D,1.0,1.0,14.0,10.0,5.0,3.0,11.0,9.0,3.0,2.0,1.0,1.0,0.0,0.0,3.58,3.47,2.12,3.47,3.44,2.07
Cercle Brugge,Oud-Heverlee Leuven,1.0,1.0,D,0.0,1.0,17.0,10.0,3.0,1.0,21.0,8.0,2.0,3.0,3.0,1.0,0.0,0.0,2.38,3.78,2.82,2.32,3.65,2.8
Seraing,Mechelen,1.0,0.0,H,1.0,0.0,10.0,10.0,4.0,4.0,17.0,13.0,6.0,6.0,3.0,3.0,0.0,0.0,3.57,4.02,1.95,3.48,3.85,1.94
Charleroi,St Truiden,0.0,0.0,D,0.0,0.0,10.0,7.0,0.0,3.0,12.0,16.0,6.0,5.0,2.0,4.0,0.0,0.0,2.04,3.7,3.58,2.02,3.58,3.45
Genk,Oostende,3.0,4.0,A,2.0,1.0,25.0,16.0,9.0,7.0,2.0,12.0,9.0,5.0,0.0,1.0,0.0,0.0,1.59,4.23,5.85,1.57,4.19,5.53
St Truiden,Gent,2.0,1.0,H,1.0,1.0,6.0,12.0,2.0,4.0,12.0,6.0,1.0,8.0,2.0,1.0,0.0,0.0,4.62,3.95,1.75,4.51,3.8,1.73
Anderlecht,St. Gilloise,1.0,3.0,A,1.0,1.0,9.0,8.0,2.0,5.0,11.0,7.0,4.0,2.0,3.0,3.0,0.0,0.0,1.57,4.31,5.65,1.56,4.18,5.46
Club Brugge,Eupen,2.0,2.0,D,0.0,0.0,21.0,13.0,11.0,5.0,9.0,14.0,10.0,3.0,3.0,6.0,0.0,0.0,1.19,7.06,14.84,1.19,6.77,13.41
Mechelen,Antwerp,3.0,2.0,H,0.0,1.0,18.0,10.0,9.0,5.0,12.0,10.0,13.0,2.0,2.0,2.0,0.0,0.0,2.85,3.5,2.49,2.74,3.46,2.44
Oostende,Charleroi,0.0,3.0,A,0.0,1.0,11.0,10.0,3.0,6.0,13.0,9.0,9.0,2.0,3.0,1.0,0.0,0.0,2.29,3.52,3.14,2.28,3.45,2.98
Kortrijk,Seraing,2.0,0.0,H,1.0,0.0,9.0,9.0,4.0,4.0,16.0,15.0,2.0,1.0,4.0,2.0,0.0,0.0,1.8,3.8,4.5,1.78,3.75,4.26
Oud-Heverlee Leuven,Waregem,1.0,1.0,D,1.0,1.0,13.0,10.0,4.0,4.0,12.0,17.0,0.0,4.0,5.0,6.0,0.0,1.0,2.06,3.77,3.46,2.03,3.68,3.36
Standard,Genk,1.0,1.0,D,0.0,0.0,17.0,17.0,5.0,5.0,11.0,8.0,7.0,3.0,1.0,2.0,0.0,0.0,2.76,3.74,2.48,2.73,3.59,2.42
Club Brugge,Mouscron,4.0,2.0,H,0.0,0.0,19.0,11.0,7.0,5.0,5.0,11.0,8.0,3.0,1.0,1.0,0.0,0.0,1.21,7.0,12.5,1.2,6.63,12.08
Kortrijk,Mechelen,1.0,4.0,A,1.0,2.0,11.0,17.0,3.0,11.0,16.0,13.0,4.0,5.0,1.0,1.0,0.0,0.0,3.58,4.34,1.88,3.45,4.03,1.9
Oostende,Cercle Brugge,1.0,1.0,D,0.0,0.0,10.0,13.0,5.0,5.0,14.0,11.0,7.0,5.0,2.0,2.0,0.0,0.0,1.59,4.34,5.4,1.58,4.16,5.25
Oud-Heverlee Leuven,Waasland-Beveren,1.0,2.0,A,0.0,1.0,13.0,13.0,2.0,9.0,12.0,11.0,5.0,3.0,3.0,4.0,0.0,0.0,1.81,4.71,3.6,1.82,4.32,3.53
Standard,Beerschot VA,3.0,0.0,H,1.0,0.0,13.0,9.0,10.0,3.0,14.0,15.0,6.0,9.0,1.0,2.0,0.0,0.0,1.63,4.0,5.52,1.62,3.96,5.16
Waregem,Gent,2.0,7.0,A,0.0,3.0,6.0,14.0,4.0,7.0,10.0,10.0,4.0,3.0,2.0,1.0,0.0,0.0,4.26,4.11,1.78,4.1,3.97,1.76
Antwerp,Genk,3.0,2.0,H,0.0,1.0,27.0,24.0,9.0,9.0,11.0,10.0,9.0,4.0,3.0,1.0,0.0,0.0,2.84,3.75,2.38,2.78,3.58,2.36
Charleroi,Eupen,2.0,3.0,A,1.0,3.0,21.0,13.0,8.0,5.0,8.0,8.0,7.0,4.0,3.0,0.0,0.0,0.0,2.29,3.26,3.38,2.25,3.42,3.03
Mouscron,Antwerp,2.0,3.0,A,0.0,1.0,21.0,13.0,8.0,6.0,23.0,5.0,13.0,3.0,3.0,1.0,0.0,1.0,3.74,3.82,1.95,3.58,3.63,1.96
Beerschot VA,Oostende,1.0,2.0,A,1.0,0.0,9.0,21.0,3.0,7.0,10.0,15.0,1.0,11.0,1.0,2.0,0.0,0.0,3.12,3.76,2.21,3.02,3.58,2.21
Anderlecht,Club Brugge,2.0,1.0,H,0.0,0.0,8.0,10.0,3.0,3.0,7.0,20.0,3.0,4.0,1.0,3.0,0.0,0.0,3.39,3.44,2.21,3.33,3.34,2.15
Waasland-Beveren,Kortrijk,3.0,4.0,A,2.0,1.0,10.0,12.0,5.0,9.0,10.0,15.0,6.0,3.0,1.0,1.0,0.0,0.0,3.52,3.76,2.02,3.4,3.64,2.01
Genk,St Truiden,4.0,0.0,H,3.0,0.0,19.0,6.0,8.0,2.0,13.0,13.0,5.0,2.0,0.0,1.0,0.0,0.0,1.58,4.49,5.35,1.55,4.36,5.23
Gent,Charleroi,4.0,0.0,H,2.0,0.0,17.0,9.0,8.0,2.0,12.0,14.0,9.0,3.0,3.0,2.0,0.0,0.0,1.73,3.92,4.78,1.69,3.92,4.63
Mechelen,Waregem,4.0,2.0,H,2.0,0.0,20.0,18.0,12.0,5.0,14.0,9.0,3.0,7.0,3.0,0.0,0.0,0.0,1.78,4.19,4.14,1.77,4.01,4.01
Cercle Brugge,Oud-Heverlee Leuven,3.0,0.0,H,1.0,0.0,12.0,13.0,6.0,2.0,13.0,13.0,4.0,11.0,4.0,1.0,1.0,0.0,1.98,4.02,3.49,1.96,3.77,3.46
Eupen,Standard,0.0,4.0,A,0.0,1.0,11.0,19.0,3.0,6.0,10.0,12.0,6.0,5.0,1.0,0.0,0.0,0.0,3.57,3.34,2.2,3.35,3.18,2.24
Beerschot VA,Charleroi,2.0,1.0,H,1.0,0.0,12.0,16.0,4.0,3.0,13.0,14.0,3.0,9.0,2.0,2.0,0.0,0.0,2.87,3.64,2.41,2.75,3.51,2.4
Waasland-Beveren,St Truiden,2.0,4.0,A,1.0,1.0,13.0,19.0,6.0,8.0,11.0,7.0,4.0,6.0,5.0,1.0,2.0,0.0,3.34,3.44,2.25,3.2,3.34,2.21
Antwerp,Anderlecht,1.0,4.0,A,0.0,0.0,9.0,14.0,4.0,8.0,11.0,11.0,1.0,7.0,0.0,1.0,0.0,0.0,2.88,3.48,2.47,2.83,3.35,2.41
Waregem,Eupen,2.0,1.0,H,0.0,1.0,24.0,21.0,10.0,8.0,9.0,15.0,7.0,8.0,1.0,3.0,0.0,1.0,2.48,3.4,2.92,2.4,3.34,2.84
Oud-Heverlee Leuven,Genk,2.0,3.0,A,0.0,1.0,10.0,21.0,7.0,8.0,8.0,12.0,7.0,7.0,1.0,0.0,0.0,0.0,3.49,3.91,2.01,3.37,3.72,1.99
Charleroi,Mouscron,1.0,1.0,D,0.0,0.0,15.0,18.0,6.0,4.0,17.0,17.0,6.0,5.0,1.0,3.0,0.0,0.0,1.85,3.67,4.39,1.82,3.57,4.22
Standard,Gent,2.0,1.0,H,0.0,1.0,16.0,13.0,4.0,4.0,9.0,14.0,6.0,7.0,2.0,4.0,0.0,0.0,2.79,3.2,2.72,2.65,3.19,2.66
Cercle Brugge,Beerschot VA,2.0,1.0,H,2.0,0.0,7.0,8.0,3.0,1.0,10.0,15.0,2.0,4.0,3.0,1.0,1.0,0.0,1.99,3.93,3.54,1.98,3.69,3.45
Kortrijk,Club Brugge,1.0,2.0,A,1.0,1.0,11.0,13.0,5.0,3.0,14.0,15.0,3.0,9.0,4.0,2.0,0.0,0.0,5.61,4.42,1.56,5.5,4.21,1.55
St Truiden,Mechelen,2.0,1.0,H,2.0,0.0,12.0,15.0,3.0,6.0,13.0,9.0,5.0,8.0,0.0,2.0,0.0,0.0,2.92,3.53,2.42,2.8,3.45,2.39
Oostende,Waasland-Beveren,0.0,2.0,A,0.0,2.0,18.0,15.0,6.0,7.0,9.0,19.0,4.0,3.0,2.0,2.0,2.0,0.0,1.44,4.8,6.97,1.45,4.51,6.6
Gent,Cercle Brugge,1.0,0.0,H,0.0,0.0,9.0,7.0,5.0,3.0,18.0,19.0,3.0,2.0,2.0,2.0,0.0,0.0,2.21,3.58,3.14,2.14,3.51,3.16
Anderlecht,Waregem,4.0,1.0,H,2.0,1.0,26.0,4.0,11.0,1.0,10.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.61,4.34,5.26,1.59,4.14,5.07
Mechelen,Oud-Heverlee Leuven,2.0,2.0,D,1.0,1.0,20.0,12.0,8.0,4.0,17.0,11.0,6.0,4.0,3.0,1.0,0.0,0.0,1.84,3.94,4.09,1.82,3.77,3.94
Club Brugge,Antwerp,0.0,2.0,A,0.0,2.0,14.0,5.0,4.0,2.0,8.0,14.0,5.0,2.0,4.0,2.0,1.0,0.0,1.49,4.56,6.56,1.48,4.29,6.37
Eupen,Kortrijk,2.0,0.0,H,0.0,0.0,23.0,8.0,8.0,0.0,8.0,10.0,6.0,4.0,2.0,2.0,0.0,0.0,2.6,3.46,2.74,2.51,3.37,2.7
Mouscron,Oostende,0.0,1.0,A,0.0,0.0,10.0,15.0,2.0,5.0,10.0,11.0,2.0,9.0,1.0,1.0,0.0,0.0,3.62,3.44,2.12,3.5,3.31,2.09
Genk,Standard,2.0,2.0,D,0.0,0.0,14.0,20.0,5.0,5.0,9.0,15.0,3.0,6.0,2.0,4.0,0.0,0.0,2.14,3.65,3.42,2.1,3.48,3.33
Gent,Club Brugge,0.0,4.0,A,0.0,0.0,11.0,8.0,2.0,5.0,14.0,13.0,5.0,6.0,0.0,1.0,0.0,0.0,3.36,3.55,2.14,3.16,3.48,2.16
Charleroi,Club Brugge,1.0,1.0,D,0.0,1.0,5.0,8.0,3.0,2.0,10.0,7.0,7.0,7.0,3.0,0.0,0.0,0.0,7.34,4.08,1.52,6.66,4.02,1.51
Gent,Oostende,1.0,0.0,H,1.0,0.0,7.0,15.0,2.0,3.0,16.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,1.74,3.97,4.51,1.75,3.84,4.3
Genk,Cercle Brugge,2.0,0.0,H,2.0,0.0,15.0,7.0,8.0,1.0,9.0,17.0,8.0,2.0,1.0,4.0,0.0,1.0,1.79,3.88,4.46,1.75,3.81,4.31
Anderlecht,Mechelen,1.0,1.0,D,1.0,0.0,14.0,7.0,3.0,2.0,16.0,16.0,6.0,0.0,0.0,1.0,0.0,0.0,1.88,3.78,4.05,1.86,3.68,3.9
Club Brugge,Waregem,3.0,0.0,H,2.0,0.0,18.0,7.0,8.0,1.0,6.0,6.0,6.0,2.0,0.0,1.0,0.0,0.0,1.28,6.06,9.74,1.26,6.03,9.36
Mouscron,Standard,1.0,0.0,H,1.0,0.0,8.0,21.0,0.0,4.0,11.0,16.0,3.0,14.0,2.0,1.0,0.0,0.0,3.51,3.63,2.09,3.41,3.52,2.05
Antwerp,Kortrijk,4.0,2.0,H,1.0,0.0,9.0,18.0,7.0,8.0,11.0,15.0,5.0,9.0,1.0,1.0,1.0,0.0,1.94,3.92,3.7,1.94,3.69,3.62
Waasland-Beveren,Beerschot VA,1.0,2.0,A,1.0,1.0,18.0,7.0,6.0,2.0,13.0,17.0,9.0,1.0,2.0,2.0,0.0,0.0,2.87,3.97,2.28,2.88,3.71,2.24
Eupen,Oud-Heverlee Leuven,3.0,3.0,D,2.0,2.0,10.0,13.0,7.0,8.0,21.0,9.0,2.0,6.0,4.0,2.0,0.0,0.0,1.86,4.0,3.93,1.85,3.83,3.77
Charleroi,St Truiden,0.0,0.0,D,0.0,0.0,18.0,5.0,4.0,4.0,9.0,11.0,4.0,1.0,1.0,2.0,0.0,0.0,2.33,3.48,3.16,2.28,3.36,3.07
Oud-Heverlee Leuven,Antwerp,2.0,0.0,H,2.0,0.0,10.0,13.0,6.0,6.0,10.0,15.0,2.0,5.0,1.0,2.0,0.0,0.0,3.69,3.53,2.06,3.51,3.5,2.02
St Truiden,Eupen,0.0,2.0,A,0.0,1.0,11.0,10.0,3.0,4.0,4.0,8.0,6.0,9.0,2.0,1.0,1.0,0.0,2.24,3.7,3.1,2.22,3.52,3.03
Beerschot VA,Mouscron,2.0,2.0,D,0.0,1.0,9.0,10.0,3.0,3.0,9.0,14.0,3.0,4.0,2.0,5.0,0.0,0.0,2.12,3.92,3.19,2.07,3.67,3.22
Standard,Anderlecht,1.0,3.0,A,0.0,1.0,13.0,11.0,4.0,4.0,22.0,19.0,2.0,3.0,3.0,2.0,0.0,0.0,2.75,3.17,2.78,2.64,3.17,2.68
Kortrijk,Waregem,1.0,2.0,A,1.0,1.0,8.0,9.0,6.0,3.0,16.0,15.0,1.0,6.0,1.0,4.0,0.0,0.0,1.96,4.08,3.5,1.96,3.83,3.4
Oostende,Mechelen,2.0,0.0,H,1.0,0.0,15.0,15.0,6.0,1.0,12.0,4.0,5.0,11.0,2.0,3.0,0.0,0.0,2.46,3.66,2.78,2.41,3.54,2.73
Cercle Brugge,Waasland-Beveren,2.0,0.0,H,1.0,0.0,13.0,9.0,4.0,2.0,15.0,14.0,1.0,1.0,2.0,5.0,0.0,0.0,1.79,4.17,4.12,1.77,3.93,4.08
Charleroi,Genk,1.0,2.0,A,0.0,1.0,13.0,13.0,4.0,4.0,7.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,3.12,3.72,2.25,2.94,3.57,2.26
Club Brugge,Oud-Heverlee Leuven,3.0,0.0,H,2.0,0.0,21.0,4.0,10.0,0.0,16.0,13.0,8.0,5.0,1.0,3.0,0.0,0.0,1.34,5.71,8.22,1.32,5.44,7.97
Antwerp,St Truiden,0.0,0.0,D,0.0,0.0,9.0,9.0,3.0,0.0,10.0,11.0,3.0,4.0,1.0,1.0,0.0,0.0,1.79,4.05,4.22,1.77,3.88,4.1
Genk,Beerschot VA,1.0,2.0,A,0.0,0.0,20.0,12.0,6.0,5.0,12.0,11.0,10.0,3.0,2.0,3.0,0.0,0.0,1.68,4.18,4.81,1.66,4.02,4.65
Waregem,Standard,3.0,2.0,H,1.0,1.0,13.0,11.0,4.0,6.0,15.0,16.0,6.0,3.0,0.0,1.0,0.0,0.0,3.73,3.81,1.96,3.54,3.64,1.96
Anderlecht,Kortrijk,0.0,2.0,A,0.0,1.0,10.0,13.0,0.0,8.0,13.0,15.0,6.0,6.0,0.0,3.0,0.0,0.0,1.63,3.92,5.67,1.61,3.91,5.37
Waasland-Beveren,Charleroi,1.0,1.0,D,0.0,0.0,12.0,8.0,3.0,2.0,12.0,10.0,7.0,3.0,2.0,0.0,0.0,0.0,3.51,3.95,1.99,3.36,3.76,2.0
Mouscron,Cercle Brugge,1.0,2.0,A,0.0,1.0,9.0,15.0,3.0,8.0,12.0,12.0,7.0,5.0,4.0,2.0,0.0,0.0,2.53,3.54,2.78,2.47,3.38,2.75
Eupen,Oostende,1.0,1.0,D,0.0,0.0,9.0,10.0,2.0,1.0,11.0,10.0,3.0,2.0,3.0,2.0,0.0,0.0,2.82,3.5,2.51,2.7,3.45,2.48
Mechelen,Gent,1.0,1.0,D,1.0,1.0,14.0,12.0,3.0,6.0,11.0,9.0,3.0,3.0,1.0,1.0,0.0,0.0,3.63,3.53,2.1,3.41,3.47,2.08
Oostende,Genk,3.0,1.0,H,2.0,1.0,7.0,10.0,4.0,1.0,13.0,8.0,4.0,2.0,1.0,2.0,0.0,0.0,2.34,3.7,2.92,2.33,3.61,2.78
Waasland-Beveren,Eupen,1.0,0.0,H,1.0,0.0,11.0,9.0,5.0,4.0,18.0,18.0,4.0,5.0,3.0,2.0,0.0,0.0,3.77,3.96,1.91,3.67,3.77,1.89
Gent,Mouscron,4.0,0.0,H,1.0,0.0,20.0,10.0,9.0,2.0,9.0,12.0,7.0,3.0,1.0,1.0,0.0,0.0,1.5,4.51,6.38,1.5,4.26,5.93
Cercle Brugge,Anderlecht,0.0,0.0,D,0.0,0.0,10.0,4.0,4.0,0.0,10.0,12.0,4.0,2.0,1.0,1.0,0.0,0.0,3.67,3.63,2.03,3.7,3.52,1.94
Beerschot VA,Mechelen,1.0,2.0,A,0.0,0.0,14.0,16.0,3.0,6.0,8.0,12.0,5.0,6.0,2.0,0.0,0.0,0.0,3.45,3.32,2.23,3.2,3.26,2.22
Standard,Antwerp,1.0,1.0,D,1.0,1.0,9.0,14.0,3.0,5.0,8.0,21.0,4.0,2.0,1.0,4.0,0.0,0.0,2.18,3.34,3.55,2.13,3.34,3.37
St Truiden,Waregem,1.0,2.0,A,0.0,0.0,9.0,15.0,5.0,9.0,12.0,13.0,5.0,2.0,0.0,2.0,0.0,0.0,2.11,3.53,3.53,2.06,3.48,3.41
Oud-Heverlee Leuven,Kortrijk,3.0,1.0,H,3.0,0.0,8.0,28.0,4.0,10.0,7.0,17.0,3.0,5.0,2.0,4.0,1.0,0.0,2.79,3.62,2.51,2.73,3.47,2.44
Gent,Eupen,2.0,2.0,D,2.0,1.0,9.0,7.0,3.0,4.0,10.0,16.0,3.0,1.0,4.0,2.0,0.0,0.0,1.67,4.29,4.77,1.67,4.02,4.62
Genk,Anderlecht,1.0,2.0,A,1.0,2.0,5.0,11.0,1.0,3.0,16.0,11.0,5.0,2.0,3.0,2.0,0.0,0.0,2.42,3.44,2.99,2.37,3.35,2.9
Charleroi,Waregem,1.0,1.0,D,1.0,0.0,9.0,20.0,8.0,5.0,16.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,1.83,3.87,4.21,1.81,3.76,4.06
Beerschot VA,Antwerp,1.0,2.0,A,0.0,0.0,6.0,11.0,3.0,2.0,8.0,16.0,5.0,7.0,4.0,3.0,0.0,0.0,3.51,3.13,2.3,3.36,3.13,2.25
Standard,Oud-Heverlee Leuven,1.0,1.0,D,0.0,0.0,13.0,10.0,4.0,3.0,11.0,13.0,7.0,1.0,3.0,1.0,1.0,0.0,1.69,4.08,4.84,1.68,3.97,4.67
Cercle Brugge,Mechelen,0.0,1.0,A,0.0,0.0,9.0,13.0,3.0,3.0,13.0,11.0,7.0,10.0,2.0,1.0,0.0,0.0,2.99,3.85,2.25,2.99,3.64,2.2
Waasland-Beveren,Club Brugge,0.0,2.0,A,0.0,1.0,6.0,22.0,0.0,10.0,16.0,9.0,3.0,5.0,2.0,0.0,0.0,0.0,15.04,6.64,1.2,12.84,6.52,1.2
Oostende,St Truiden,3.0,1.0,H,1.0,0.0,13.0,5.0,4.0,2.0,8.0,14.0,7.0,5.0,0.0,1.0,0.0,0.0,2.1,3.16,4.04,2.06,3.23,3.75
Mouscron,Kortrijk,0.0,3.0,A,0.0,2.0,10.0,13.0,3.0,5.0,14.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,3.18,3.38,2.36,3.07,3.27,2.33
St Truiden,Cercle Brugge,3.0,0.0,H,1.0,0.0,10.0,15.0,6.0,2.0,7.0,11.0,1.0,4.0,3.0,2.0,0.0,0.0,2.18,3.31,3.59,2.12,3.29,3.48
Anderlecht,Gent,0.0,0.0,D,0.0,0.0,10.0,12.0,4.0,3.0,11.0,17.0,5.0,3.0,0.0,1.0,0.0,0.0,2.35,3.3,3.22,2.32,3.26,3.06
Waregem,Oostende,2.0,1.0,H,1.0,1.0,20.0,13.0,3.0,7.0,8.0,11.0,7.0,9.0,1.0,1.0,0.0,0.0,3.31,4.12,2.02,3.18,3.86,2.04
Club Brugge,Standard,3.0,1.0,H,2.0,1.0,17.0,10.0,7.0,5.0,8.0,18.0,7.0,4.0,1.0,4.0,0.0,0.0,1.61,3.75,6.49,1.59,3.78,5.93
Kortrijk,Charleroi,1.0,3.0,A,0.0,1.0,12.0,14.0,4.0,5.0,14.0,19.0,5.0,3.0,1.0,1.0,1.0,0.0,2.62,3.33,2.8,2.56,3.26,2.73
Eupen,Mouscron,1.0,1.0,D,1.0,0.0,12.0,11.0,5.0,4.0,10.0,13.0,7.0,6.0,0.0,2.0,0.0,0.0,2.11,3.55,3.51,2.06,3.45,3.48
Oud-Heverlee Leuven,Beerschot VA,0.0,1.0,A,0.0,0.0,14.0,14.0,3.0,7.0,15.0,12.0,6.0,4.0,3.0,2.0,0.0,0.0,2.42,3.38,3.04,2.34,3.36,2.95
Mechelen,Genk,0.0,0.0,D,0.0,0.0,15.0,12.0,2.0,3.0,20.0,16.0,4.0,3.0,2.0,3.0,0.0,0.0,2.76,3.41,2.61,2.64,3.35,2.6
Antwerp,Waasland-Beveren,3.0,2.0,H,1.0,1.0,15.0,6.0,7.0,3.0,7.0,9.0,12.0,2.0,2.0,1.0,0.0,0.0,1.52,4.14,7.3,1.52,4.04,6.39
Oostende,Standard,2.0,2.0,D,1.0,0.0,9.0,21.0,3.0,5.0,15.0,5.0,8.0,12.0,2.0,0.0,0.0,0.0,2.71,3.3,2.73,2.64,3.25,2.64
Cercle Brugge,Club Brugge,1.0,2.0,A,1.0,1.0,8.0,8.0,5.0,3.0,9.0,9.0,2.0,6.0,0.0,2.0,0.0,0.0,8.61,4.5,1.41,7.66,4.56,1.4
Charleroi,Oud-Heverlee Leuven,1.0,1.0,D,0.0,1.0,19.0,17.0,11.0,5.0,9.0,14.0,12.0,5.0,2.0,3.0,0.0,0.0,1.88,3.82,4.04,1.88,3.7,3.86
Gent,St Truiden,1.0,1.0,D,0.0,1.0,10.0,3.0,5.0,2.0,18.0,16.0,6.0,3.0,1.0,2.0,0.0,0.0,1.57,4.32,5.71,1.57,4.16,5.42
Beerschot VA,Kortrijk,0.0,0.0,D,0.0,0.0,4.0,20.0,1.0,4.0,11.0,12.0,4.0,9.0,1.0,2.0,0.0,0.0,2.38,3.96,2.74,2.37,3.7,2.7
Genk,Waregem,3.0,2.0,H,1.0,0.0,12.0,13.0,5.0,6.0,11.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,1.5,4.41,6.71,1.5,4.39,5.94
Mouscron,Anderlecht,1.0,1.0,D,1.0,0.0,7.0,11.0,1.0,2.0,23.0,11.0,5.0,4.0,2.0,1.0,0.0,0.0,4.7,3.89,1.76,4.55,3.72,1.75
Eupen,Antwerp,0.0,2.0,A,0.0,2.0,19.0,11.0,4.0,4.0,10.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,3.0,3.49,2.42,2.92,3.39,2.37
Waasland-Beveren,Mechelen,2.0,3.0,A,0.0,2.0,9.0,17.0,6.0,7.0,13.0,13.0,6.0,10.0,2.0,1.0,0.0,0.0,4.73,4.36,1.68,4.75,4.21,1.63
Oud-Heverlee Leuven,Gent,0.0,3.0,A,0.0,1.0,12.0,25.0,5.0,9.0,4.0,10.0,3.0,7.0,2.0,2.0,1.0,0.0,3.57,4.34,1.88,3.63,4.07,1.84
Standard,Charleroi,3.0,2.0,H,2.0,1.0,14.0,16.0,6.0,10.0,11.0,13.0,3.0,2.0,1.0,2.0,0.0,1.0,2.13,3.24,3.82,2.09,3.28,3.53
Waregem,Beerschot VA,0.0,3.0,A,0.0,0.0,9.0,9.0,2.0,5.0,13.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,2.13,3.53,3.48,2.09,3.5,3.3
Club Brugge,Genk,3.0,2.0,H,1.0,2.0,18.0,9.0,8.0,4.0,12.0,17.0,7.0,2.0,0.0,1.0,0.0,0.0,1.63,3.73,6.12,1.62,3.77,5.56
Antwerp,Oostende,1.0,2.0,A,1.0,1.0,11.0,12.0,3.0,5.0,7.0,9.0,4.0,4.0,3.0,3.0,0.0,0.0,2.08,3.7,3.47,2.02,3.65,3.38
Kortrijk,Cercle Brugge,1.0,2.0,A,1.0,2.0,16.0,11.0,3.0,5.0,13.0,9.0,8.0,7.0,2.0,1.0,0.0,0.0,2.11,3.45,3.62,2.06,3.46,3.46
St Truiden,Mouscron,0.0,2.0,A,0.0,1.0,17.0,12.0,3.0,6.0,8.0,16.0,7.0,4.0,4.0,3.0,0.0,0.0,2.02,3.59,3.76,1.97,3.54,3.62
Mechelen,Eupen,3.0,0.0,H,1.0,0.0,14.0,12.0,8.0,4.0,9.0,16.0,5.0,10.0,3.0,1.0,0.0,0.0,1.93,3.86,3.79,1.91,3.71,3.69
Anderlecht,Waasland-Beveren,0.0,0.0,D,0.0,0.0,26.0,4.0,10.0,0.0,9.0,9.0,13.0,1.0,1.0,0.0,0.0,0.0,1.3,5.69,10.58,1.29,5.5,9.82
Genk,Gent,1.0,1.0,D,1.0,1.0,6.0,16.0,3.0,6.0,12.0,25.0,0.0,4.0,2.0,4.0,1.0,0.0,2.19,3.68,3.21,2.12,3.63,3.13
Waregem,Oud-Heverlee Leuven,2.0,3.0,A,2.0,1.0,11.0,17.0,5.0,8.0,12.0,9.0,5.0,9.0,1.0,0.0,0.0,0.0,2.27,3.93,2.9,2.27,3.69,2.84
Antwerp,Cercle Brugge,1.0,0.0,H,0.0,0.0,10.0,8.0,1.0,1.0,9.0,14.0,2.0,8.0,2.0,3.0,0.0,0.0,1.55,4.19,6.24,1.54,4.2,5.75
Club Brugge,Oostende,2.0,1.0,H,1.0,1.0,14.0,10.0,6.0,4.0,11.0,12.0,5.0,3.0,1.0,1.0,0.0,0.0,1.32,5.52,9.42,1.31,5.39,8.73
Eupen,Beerschot VA,3.0,1.0,H,2.0,1.0,13.0,5.0,5.0,3.0,8.0,14.0,7.0,4.0,0.0,2.0,0.0,1.0,1.99,3.75,3.68,1.97,3.66,3.52
Mechelen,Standard,0.0,4.0,A,0.0,1.0,13.0,11.0,3.0,5.0,17.0,14.0,4.0,0.0,1.0,1.0,0.0,0.0,2.4,3.55,2.94,2.34,3.45,2.9
